,Longitude,Latitude,vin cnt,accuracy,type,city,country,county,street,number,postdirectional,predirectional,prefix,state,street,suffix,zip,address,lat,lng,source
3155,-79.596689,40.0217487,6,1,nearest_street,Connellsville,US,Fayette County,Us Hwy 119,101,,,PA,Us Hwy 119,,15425,"101 Us Hwy 119, Connellsville, PA 15425",40.02214,-79.596339,TIGER/Line® dataset from the US Census Bureau,
3156,-79.593802,40.023676,176,1,nearest_street,Connellsville,US,Fayette County,Us Hwy 119,394,,,PA,Us Hwy 119,,15425,"394 Us Hwy 119, Connellsville, PA 15425",40.023924,-79.593707,TIGER/Line® dataset from the US Census Bureau,
3157,-79.587526,40.139984,96,0.99,nearest_street,Alverton,US,Westmoreland County,State Rte 981,2407,,,PA,State Rte 981,,15612,"2407 State Rte 981, Alverton, PA 15612",40.140271,-79.587605,TIGER/Line® dataset from the US Census Bureau,
3158,-79.5862571,40.102612,80,0.99,nearest_street,Scottdale,US,Westmoreland County,Mulberry St,105,,,PA,Mulberry,St,15683,"105 Mulberry St, Scottdale, PA 15683",40.102528,-79.586415,TIGER/Line® dataset from the US Census Bureau,
3159,-79.584222,40.2318506,3,0.99,nearest_street,Youngwood,US,Westmoreland County,Helman St,601,,,PA,Helman,St,15697,"601 Helman St, Youngwood, PA 15697",40.231969,-79.584496,TIGER/Line® dataset from the US Census Bureau,
3160,-79.5815201,40.4007939,42,1,nearest_street,Delmont,US,Westmoreland County,Us Hwy 22,318,,,PA,Us Hwy 22,,15626,"318 Us Hwy 22, Delmont, PA 15626",40.399906,-79.582672,TIGER/Line® dataset from the US Census Bureau,
3161,-79.580493,40.431511,2,0.98,nearest_street,Delmont,US,Westmoreland County,State Rte 66,389,,,PA,State Rte 66,,15626,"389 State Rte 66, Delmont, PA 15626",40.431568,-79.579436,TIGER/Line® dataset from the US Census Bureau,
3162,-79.5721286,40.4112126,673,0.99,nearest_street,Delmont,US,Westmoreland County,Greensburg St,42,,,PA,Greensburg,St,15626,"42 Greensburg St, Delmont, PA 15626",40.411069,-79.571775,TIGER/Line® dataset from the US Census Bureau,
3163,-79.5697891,40.047323,118,0.98,nearest_street,Connellsville,US,Fayette County,Old 119,2318,,,PA,Old 119,,15425,"2318 Old 119, Connellsville, PA 15425",40.047159,-79.569259,TIGER/Line® dataset from the US Census Bureau,
3164,-79.56919,40.04684,7,1,nearest_street,Connellsville,US,Fayette County,Us Hwy 119,2135,,,PA,Us Hwy 119,,15425,"2135 Us Hwy 119, Connellsville, PA 15425",40.046805,-79.569353,TIGER/Line® dataset from the US Census Bureau,
3165,-79.5675305,40.6029141,21,0.99,nearest_street,Vandergrift,US,Westmoreland County,Lincoln Ave,189,,,PA,Lincoln,Ave,15690,"189 Lincoln Ave, Vandergrift, PA 15690",40.602876,-79.567117,TIGER/Line® dataset from the US Census Bureau,
3166,-79.5649857,40.0482205,222,1,nearest_street,Connellsville,US,Fayette County,Us Hwy 119,2333,,,PA,Us Hwy 119,,15425,"2333 Us Hwy 119, Connellsville, PA 15425",40.0486,-79.565049,TIGER/Line® dataset from the US Census Bureau,
3167,-79.561965,40.1733576,14,1,nearest_street,Mount Pleasant,US,Westmoreland County,US 119,,,,PA,US 119,,15666,"US 119, Mount Pleasant, PA 15666",40.173999,-79.560751,TIGER/Line® dataset from the US Census Bureau,
3168,-79.5608887,40.3029677,98,0.99,nearest_street,Greensburg,US,Westmoreland County,W Pittsburgh St,998,,W,PA,Pittsburgh,St,15601,"998 W Pittsburgh St, Greensburg, PA 15601",40.302724,-79.561062,TIGER/Line® dataset from the US Census Bureau,
3169,-79.5586597,40.0890237,192,1,nearest_street,Connellsville,US,Fayette County,US 119,,,,PA,US 119,,15425,"US 119, Connellsville, PA 15425",40.08885,-79.559492,TIGER/Line® dataset from the US Census Bureau,
3170,-79.5584037,40.5831967,26,1,rooftop,Apollo,US,Armstrong County,1st St,627,,,PA,1st,St,15613,"627 1st St, Apollo, PA 15613",40.583389,-79.558537,Armstrong,
3171,-79.5572578,40.1541932,297,0.97,nearest_street,Mount Pleasant,US,Westmoreland County,Old 119,1705,,,PA,Old 119,,15666,"1705 Old 119, Mount Pleasant, PA 15666",40.155066,-79.556399,TIGER/Line® dataset from the US Census Bureau,
3172,-79.5558778,40.5986379,182,1,rooftop,North Apollo,US,Armstrong County,River Rd,1923,,,PA,River,Rd,15673,"1923 River Rd, North Apollo, PA 15673",40.598442,-79.556446,Armstrong,
3173,-79.5492946,40.6039527,329,1,rooftop,Apollo,US,Armstrong County,River Rd,2252,,,PA,River,Rd,15613,"2252 River Rd, Apollo, PA 15613",40.603993,-79.548871,Armstrong,
3174,-79.5454465,40.1619589,3,0.98,nearest_street,Mount Pleasant,US,Westmoreland County,N Church St,649,,N,PA,Church,St,15666,"649 N Church St, Mount Pleasant, PA 15666",40.161999,-79.544789,TIGER/Line® dataset from the US Census Bureau,
3175,-79.5332086,40.8107692,21,1,rooftop,Kittanning,US,Armstrong County,Butler Rd,358,,,PA,Butler,Rd,16201,"358 Butler Rd, Kittanning, PA 16201",40.810777,-79.533231,Armstrong,
3176,-79.5306338,40.1294147,30,0.99,nearest_street,Mount Pleasant,US,Westmoreland County,Church St,5169,,,PA,Church,St,15666,"5169 Church St, Mount Pleasant, PA 15666",40.129494,-79.531008,TIGER/Line® dataset from the US Census Bureau,
3177,-79.5200289,40.814996,10,1,rooftop,Kittanning,US,Armstrong County,N Jefferson St,126,,N,PA,Jefferson,St,16201,"126 N Jefferson St, Kittanning, PA 16201",40.814972,-79.520058,Armstrong,
3178,-79.5185271,40.8124897,8,1,rooftop,Kittanning,US,Armstrong County,S Jefferson St,205,,S,PA,Jefferson,St,16201,"205 S Jefferson St, Kittanning, PA 16201",40.812434,-79.518365,Armstrong,
3179,-79.515852,40.809601,61,1,rooftop,Kittanning,US,Armstrong County,Walnut St,151,,,PA,Walnut,St,16201,"151 Walnut St, Kittanning, PA 16201",40.809622,-79.515823,Armstrong,
3180,-79.5129176,40.3040346,618,1,nearest_street,Greensburg,US,Westmoreland County,US 30,,,,PA,US 30,,15601,"US 30, Greensburg, PA 15601",40.303083,-79.512247,TIGER/Line® dataset from the US Census Bureau,
3181,-79.5109594,39.7823076,29,1,nearest_street,Markleysburg,US,Fayette County,Us Hwy 40,3699,,,PA,Us Hwy 40,,15459,"3699 Us Hwy 40, Markleysburg, PA 15459",39.78089,-79.51026,TIGER/Line® dataset from the US Census Bureau,
3182,-79.5030779,40.3018729,737,1,nearest_street,Greensburg,US,Westmoreland County,Us Hwy 30,5233,,,PA,Us Hwy 30,,15601,"5233 Us Hwy 30, Greensburg, PA 15601",40.302737,-79.502667,TIGER/Line® dataset from the US Census Bureau,
3183,-79.499459,40.302151,579,1,nearest_street,Greensburg,US,Westmoreland County,US 30,,,,PA,US 30,,15601,"US 30, Greensburg, PA 15601",40.302513,-79.499735,TIGER/Line® dataset from the US Census Bureau,
3184,-79.498073,40.1395142,817,0.97,nearest_street,Mount Pleasant,US,Fayette County,Pleasant Valley Rd,1611,,,PA,Pleasant Valley,Rd,15666,"1611 Pleasant Valley Rd, Mount Pleasant, PA 15666",40.13839,-79.49718,TIGER/Line® dataset from the US Census Bureau,
3185,-79.4945406,40.3013462,1102,1,nearest_street,Greensburg,US,Westmoreland County,Us Hwy 30,5162,,,PA,Us Hwy 30,,15601,"5162 Us Hwy 30, Greensburg, PA 15601",40.301867,-79.49452,TIGER/Line® dataset from the US Census Bureau,
3186,-79.489025,40.301009,9,1,nearest_street,Greensburg,US,Westmoreland County,US 30,,,,PA,US 30,,15601,"US 30, Greensburg, PA 15601",40.300601,-79.489176,TIGER/Line® dataset from the US Census Bureau,
3187,-79.4881836,40.3006569,23,1,nearest_street,Greensburg,US,Westmoreland County,Us Hwy 30,5041,,,PA,Us Hwy 30,,15601,"5041 Us Hwy 30, Greensburg, PA 15601",40.300209,-79.488624,TIGER/Line® dataset from the US Census Bureau,
3188,-79.4874995,40.3006081,8,1,nearest_street,Greensburg,US,Westmoreland County,Us Hwy 30,5030,,,PA,Us Hwy 30,,15601,"5030 Us Hwy 30, Greensburg, PA 15601",40.299774,-79.487333,TIGER/Line® dataset from the US Census Bureau,
3189,-79.486135,40.300516,1287,1,nearest_street,Greensburg,US,Westmoreland County,US 30,,,,PA,US 30,,15601,"US 30, Greensburg, PA 15601",40.299598,-79.486163,TIGER/Line® dataset from the US Census Bureau,
3190,-79.4843174,40.1426297,14,0.98,nearest_street,Mount Pleasant,US,Fayette County,Three Mile Ln,599,,,PA,Three Mile,Ln,15666,"599 Three Mile Ln, Mount Pleasant, PA 15666",40.143201,-79.484063,TIGER/Line® dataset from the US Census Bureau,
3191,-79.483144,40.298731,337,1,nearest_street,Greensburg,US,Westmoreland County,Us Hwy 30,4989,,,PA,Us Hwy 30,,15601,"4989 Us Hwy 30, Greensburg, PA 15601",40.298158,-79.482505,TIGER/Line® dataset from the US Census Bureau,
3192,-79.4718103,40.2948045,1718,1,nearest_street,Greensburg,US,Westmoreland County,US 30,,,,PA,US 30,,15601,"US 30, Greensburg, PA 15601",40.294402,-79.47255,TIGER/Line® dataset from the US Census Bureau,
3193,-79.4375204,39.7540184,39,1,nearest_street,Markleysburg,US,Fayette County,Us Hwy 40,5384,,,PA,Us Hwy 40,,15459,"5384 Us Hwy 40, Markleysburg, PA 15459",39.754095,-79.437139,TIGER/Line® dataset from the US Census Bureau,
3194,-79.418362,40.393486,57,0.98,nearest_street,New Alexandria,US,Westmoreland County,Grandview St,258,,,PA,Grandview,St,15670,"258 Grandview St, New Alexandria, PA 15670",40.393331,-79.41875,TIGER/Line® dataset from the US Census Bureau,
3195,-79.3944077,40.2976036,209,0.98,nearest_street,Latrobe,US,Westmoreland County,Lloyd Ave,1054,,,PA,Lloyd,Ave,15650,"1054 Lloyd Ave, Latrobe, PA 15650",40.297112,-79.394041,TIGER/Line® dataset from the US Census Bureau,
3196,-79.3937722,40.3068088,109,0.98,nearest_street,Latrobe,US,Westmoreland County,Wimmerton Industrial Park,1,,,PA,Wimmerton Industrial,Park,15650,"1 Wimmerton Industrial Park, Latrobe, PA 15650",40.306657,-79.39439,TIGER/Line® dataset from the US Census Bureau,
3197,-79.3929902,40.2861489,331,0.98,nearest_street,Latrobe,US,Westmoreland County,Mission Rd,1532,,,PA,Mission,Rd,15650,"1532 Mission Rd, Latrobe, PA 15650",40.285896,-79.392546,TIGER/Line® dataset from the US Census Bureau,
3198,-79.3860214,40.287346,2,1,nearest_street,Latrobe,US,Westmoreland County,US 30,,,,PA,US 30,,15650,"US 30, Latrobe, PA 15650",40.28575,-79.384928,TIGER/Line® dataset from the US Census Bureau,
3199,-79.3623518,40.2893571,234,1,nearest_street,Latrobe,US,Westmoreland County,Us Hwy 30,3685,,,PA,Us Hwy 30,,15650,"3685 Us Hwy 30, Latrobe, PA 15650",40.288775,-79.362119,TIGER/Line® dataset from the US Census Bureau,
3200,-79.2832197,40.794006,123,1,rooftop,Nu Mine,US,Armstrong County,3rd St,4062,,,PA,3rd,St,16244,"4062 3rd St, Nu Mine, PA 16244",40.79425,-79.283343,Armstrong,
3201,-79.2376677,40.4386318,399,0.97,nearest_street,Blairsville,US,Indiana County,Ridgeview Cir,298,,,PA,Ridgeview,Cir,15717,"298 Ridgeview Cir, Blairsville, PA 15717",40.439211,-79.236086,TIGER/Line® dataset from the US Census Bureau,
3202,-79.2333578,40.4402088,95,0.98,nearest_street,Blairsville,US,Indiana County,Old William Penn Hwy,898,,,PA,Old William Penn,Hwy,15717,"898 Old William Penn Hwy, Blairsville, PA 15717",40.440003,-79.233991,TIGER/Line® dataset from the US Census Bureau,
3203,-79.196959,40.600485,1,0.98,nearest_street,Indiana,US,Indiana County,Plaza Rd,292,,,PA,Plaza,Rd,15701,"292 Plaza Rd, Indiana, PA 15701",40.600922,-79.196517,TIGER/Line® dataset from the US Census Bureau,
3204,-79.1952572,40.6207643,363,1,nearest_street,Indiana,US,Indiana County,Us Hwy 422 Bus,2648,,,PA,Us Hwy 422 Bus,,15701,"2648 Us Hwy 422 Bus, Indiana, PA 15701",40.621244,-79.195996,TIGER/Line® dataset from the US Census Bureau,
3205,-79.1913785,40.6003087,12,0.98,nearest_street,Indiana,US,Indiana County,Nehrig Dr,498,,,PA,Nehrig,Dr,15701,"498 Nehrig Dr, Indiana, PA 15701",40.600238,-79.190456,TIGER/Line® dataset from the US Census Bureau,
3206,-79.1838442,40.7913398,29,0.99,nearest_street,Plumville,US,Indiana County,State Rte 210,279,,,PA,State Rte 210,,16246,"279 State Rte 210, Plumville, PA 16246",40.791585,-79.183925,TIGER/Line® dataset from the US Census Bureau,
3207,-79.1646098,40.5741177,34,0.99,nearest_street,Homer City,US,Indiana County,Old Us 119 Hwy S,1205,S,,PA,Old Us 119,Hwy,15748,"1205 Old Us 119 Hwy S, Homer City, PA 15748",40.574442,-79.164583,TIGER/Line® dataset from the US Census Bureau,
3208,-79.1617086,40.5959761,154,0.98,nearest_street,Indiana,US,Indiana County,Stutzman Rd,600,,,PA,Stutzman,Rd,15701,"600 Stutzman Rd, Indiana, PA 15701",40.596103,-79.162207,TIGER/Line® dataset from the US Census Bureau,
3209,-79.1610676,40.6231958,36,0.99,nearest_street,Indiana,US,Indiana County,Philadelphia St,1100,,,PA,Philadelphia,St,15701,"1100 Philadelphia St, Indiana, PA 15701",40.623087,-79.160692,TIGER/Line® dataset from the US Census Bureau,
3210,-79.1604998,40.6226895,831,0.99,nearest_street,Indiana,US,Indiana County,S 11th St,20,,S,PA,11th,St,15701,"20 S 11th St, Indiana, PA 15701",40.622627,-79.160693,TIGER/Line® dataset from the US Census Bureau,
3211,-79.1550675,40.5346457,691,1,nearest_street,Homer City,US,Indiana County,US 119,,,,PA,US 119,,15748,"US 119, Homer City, PA 15748",40.5348,-79.156201,TIGER/Line® dataset from the US Census Bureau,
3212,-79.1516338,40.6239701,809,0.98,nearest_street,Indiana,US,Indiana County,N Carpenter Ave,100,,N,PA,Carpenter,Ave,15701,"100 N Carpenter Ave, Indiana, PA 15701",40.624321,-79.152024,TIGER/Line® dataset from the US Census Bureau,
3213,-79.1462986,40.62953,235,0.98,nearest_street,Indiana,US,Indiana County,T536,51,,,PA,T536,,15701,"51 T536, Indiana, PA 15701",40.629213,-79.145648,TIGER/Line® dataset from the US Census Bureau,
3214,-79.1450975,40.6282667,552,0.98,nearest_street,Indiana,US,Indiana County,N 4th St,314,,N,PA,4th,St,15701,"314 N 4th St, Indiana, PA 15701",40.628042,-79.145568,TIGER/Line® dataset from the US Census Bureau,
3215,-79.1161443,40.7520422,571,0.98,nearest_street,Home,US,Indiana County,Rte 85,1200,,,PA,Rte 85,,15747,"1200 Rte 85, Home, PA 15747",40.752288,-79.115468,TIGER/Line® dataset from the US Census Bureau,
3216,-79.1066375,40.0109535,110,1,rooftop,Somerset,US,Somerset County,Glades Pike,4220,,,PA,Glades,Pike,15501,"4220 Glades Pike, Somerset, PA 15501",40.01088,-79.106718,Somerset,
3217,-79.0777102,40.0213538,58,1,rooftop,Somerset,US,Somerset County,N Center Ave,1185,,N,PA,Center,Ave,15501,"1185 N Center Ave, Somerset, PA 15501",40.021452,-79.077621,Somerset,
3218,-79.0762508,40.0242081,85,1,rooftop,Somerset,US,Somerset County,N Center Ave,1260,,N,PA,Center,Ave,15501,"1260 N Center Ave, Somerset, PA 15501",40.024176,-79.07638,Somerset,
3219,-79.0761045,40.0266608,33,1,rooftop,Somerset,US,Somerset County,N Center Ave,1338,,N,PA,Center,Ave,15501,"1338 N Center Ave, Somerset, PA 15501",40.026652,-79.076136,Somerset,
3220,-79.0737078,40.0508104,596,1,rooftop,Somerset,US,Somerset County,N Center Ave,2006,,N,PA,Center,Ave,15501,"2006 N Center Ave, Somerset, PA 15501",40.050782,-79.073753,Somerset,
3221,-79.0133829,40.1413767,317,1,nearest_street,Boswell,US,Somerset County,US 219,,,,PA,US 219,,15531,"US 219, Boswell, PA 15531",40.140664,-79.010055,TIGER/Line® dataset from the US Census Bureau,
3222,-85.5060841,33.646553,4,1,nearest_street,Heflin,US,Cleburne County,I 20,,,,AL,I 20,,36264,"I 20, Heflin, AL 36264",33.64506,-85.504687,TIGER/Line® dataset from the US Census Bureau,
3223,-85.5018143,32.5668209,585,1,nearest_street,Auburn,US,Lee County,Us Hwy 29,1961,,,AL,Us Hwy 29,,36832,"1961 Us Hwy 29, Auburn, AL 36832",32.567059,-85.501534,TIGER/Line® dataset from the US Census Bureau,
3224,-85.498075,32.5741892,636,1,nearest_street,Auburn,US,Lee County,Us Hwy 29,1743,,,AL,Us Hwy 29,,36830,"1743 Us Hwy 29, Auburn, AL 36830",32.573654,-85.499189,TIGER/Line® dataset from the US Census Bureau,
3225,-85.463608,32.6179643,136,1,nearest_street,Auburn,US,Lee County,Us Hwy 29,872,,,AL,Us Hwy 29,,36830,"872 Us Hwy 29, Auburn, AL 36830",32.617464,-85.462755,TIGER/Line® dataset from the US Census Bureau,
3226,-85.4615522,32.6190245,195,1,nearest_street,Auburn,US,Lee County,Us Hwy 29,1023,,,AL,Us Hwy 29,,36830,"1023 Us Hwy 29, Auburn, AL 36830",32.618241,-85.461432,TIGER/Line® dataset from the US Census Bureau,
3227,-85.4601597,32.6197916,6,1,nearest_street,Auburn,US,Lee County,Us Hwy 29,1100,,,AL,Us Hwy 29,,36830,"1100 Us Hwy 29, Auburn, AL 36830",32.619937,-85.459046,TIGER/Line® dataset from the US Census Bureau,
3228,-85.4431633,32.6095443,277,1,rooftop,Auburn,US,Lee County,Airport Rd,310,,,AL,Airport,Rd,36830,"310 Airport Rd, Auburn, AL 36830",32.609853,-85.443206,City of Auburn,
3229,-85.4302225,32.6060002,209,1,rooftop,Auburn,US,Lee County,Hilton Garden Dr,2441,,,AL,Hilton Garden,Dr,36830,"2441 Hilton Garden Dr, Auburn, AL 36830",32.606247,-85.430246,City of Auburn,
3230,-85.3956032,33.1783422,57,1,nearest_street,Roanoke,US,Randolph County,Us Hwy 431,6136,,,AL,Us Hwy 431,,36274,"6136 Us Hwy 431, Roanoke, AL 36274",33.178275,-85.395546,TIGER/Line® dataset from the US Census Bureau,
3231,-85.3839149,32.648411,25,1,nearest_street,Opelika,US,Lee County,Us Hwy 280,1000,,,AL,Us Hwy 280,,36801,"1000 Us Hwy 280, Opelika, AL 36801",32.648378,-85.383463,TIGER/Line® dataset from the US Census Bureau,
3232,-85.3756047,32.6539645,54,1,nearest_street,Opelika,US,Lee County,Us Hwy 29,320,,,AL,Us Hwy 29,,36801,"320 Us Hwy 29, Opelika, AL 36801",32.654347,-85.375694,TIGER/Line® dataset from the US Census Bureau,
3233,-85.3671631,33.5950978,2,1,nearest_street,Heflin,US,Cleburne County,Frank Ledbetter Dr,8300,,,AL,Frank Ledbetter,Dr,36264,"8300 Frank Ledbetter Dr, Heflin, AL 36264",33.595092,-85.367164,TIGER/Line® dataset from the US Census Bureau,
3234,-85.3618377,32.6430126,164,1,nearest_street,Opelika,US,Lee County,Us Hwy 280,702,,,AL,Us Hwy 280,,36801,"702 Us Hwy 280, Opelika, AL 36801",32.643537,-85.360338,TIGER/Line® dataset from the US Census Bureau,
3235,-85.3618236,32.6443793,611,1,nearest_street,Opelika,US,Lee County,Us Hwy 280,702,,,AL,Us Hwy 280,,36801,"702 Us Hwy 280, Opelika, AL 36801",32.643537,-85.360338,TIGER/Line® dataset from the US Census Bureau,
3236,-85.3576038,32.6429102,813,1,nearest_street,Opelika,US,Lee County,Us Hwy 280,797,,,AL,Us Hwy 280,,36801,"797 Us Hwy 280, Opelika, AL 36801",32.643588,-85.356366,TIGER/Line® dataset from the US Census Bureau,
3237,-85.348632,32.643452,1,1,nearest_street,Opelika,US,Lee County,US 431,,,,AL,US 431,,36804,"US 431, Opelika, AL 36804",32.643442,-85.348436,TIGER/Line® dataset from the US Census Bureau,
3238,-85.3091248,34.5271558,11,1,nearest_street,Trion,US,Chattooga County,Us Hwy 27,14000,,,GA,Us Hwy 27,,30753,"14000 Us Hwy 27, Trion, GA 30753",34.527315,-85.30905,TIGER/Line® dataset from the US Census Bureau,
3239,-85.291956,33.7441501,14,1,nearest_street,Tallapoosa,US,Haralson County,Us Hwy 78,2098,,,GA,Us Hwy 78,,30176,"2098 Us Hwy 78, Tallapoosa, GA 30176",33.74445,-85.291649,TIGER/Line® dataset from the US Census Bureau,
3240,-85.2746609,34.7383585,46,1,nearest_street,La Fayette,US,Walker County,Us Hwy 27 Bus,1997,,,GA,Us Hwy 27 Bus,,30728,"1997 Us Hwy 27 Bus, La Fayette, GA 30728",34.738234,-85.273743,TIGER/Line® dataset from the US Census Bureau,
3241,-85.2555183,34.0074587,115,1,nearest_street,Cedartown,US,Polk County,Us Hwy 27 Bus,808,,,GA,Us Hwy 27 Bus,,30125,"808 Us Hwy 27 Bus, Cedartown, GA 30125",34.006871,-85.255015,TIGER/Line® dataset from the US Census Bureau,
3242,-85.24825,33.5399641,182,1,rooftop,Bowdon,US,Carroll County,E College St,322,,E,GA,College,St,30108,"322 E College St, Bowdon, GA 30108",33.540098,-85.248413,Carroll,
3243,-85.2291259,34.956776,1,0.98,nearest_street,Fort Oglethorpe,US,Catoosa County,Beaver Rd,1,,,GA,Beaver,Rd,30742,"1 Beaver Rd, Fort Oglethorpe, GA 30742",34.95707,-85.228635,TIGER/Line® dataset from the US Census Bureau,
3244,-85.2139912,32.8189315,131,1,nearest_street,Lanett,US,Chambers County,I 85,,,,AL,I 85,,36863,"I 85, Lanett, AL 36863",32.819657,-85.215073,TIGER/Line® dataset from the US Census Bureau,
3245,-85.2118313,32.8185124,137,0.97,nearest_street,Valley,US,Chambers County,Fob James Dr,691,,,AL,Fob James,Dr,36854,"691 Fob James Dr, Valley, AL 36854",32.818447,-85.209854,TIGER/Line® dataset from the US Census Bureau,
3246,-85.2085247,34.2679034,71,0.98,nearest_street,Rome,US,Floyd County,Fay St SW,1,SW,,GA,Fay,St,30165,"1 Fay St SW, Rome, GA 30165",34.267731,-85.209015,TIGER/Line® dataset from the US Census Bureau,
3247,-85.2050235,34.0157925,295,0.96,nearest_street,Cedartown,US,Polk County,Hutto Rd,142,,,GA,Hutto,Rd,30125,"142 Hutto Rd, Cedartown, GA 30125",34.016964,-85.206718,TIGER/Line® dataset from the US Census Bureau,
3248,-85.1904165,32.8536648,1,1,nearest_street,Lanett,US,Chambers County,Us Hwy 29,1798,,,AL,Us Hwy 29,,36863,"1798 Us Hwy 29, Lanett, AL 36863",32.853507,-85.190998,TIGER/Line® dataset from the US Census Bureau,
3249,-85.1870735,32.8729196,32,0.98,nearest_street,Lanett,US,Chambers County,N Lanier Ave,720,,N,AL,Lanier,Ave,36863,"720 N Lanier Ave, Lanett, AL 36863",32.872482,-85.186844,TIGER/Line® dataset from the US Census Bureau,
3250,-85.1811862,34.2684447,137,1,nearest_street,Rome,US,Floyd County,Us Hwy 27,1385,,,GA,Us Hwy 27,,30165,"1385 Us Hwy 27, Rome, GA 30165",34.267814,-85.18003,TIGER/Line® dataset from the US Census Bureau,
3251,-85.1798219,34.2633237,14,1,nearest_street,Rome,US,Floyd County,Us Hwy 27,1018,,,GA,Us Hwy 27,,30165,"1018 Us Hwy 27, Rome, GA 30165",34.263436,-85.180264,TIGER/Line® dataset from the US Census Bureau,
3252,-85.1754665,34.2600509,23,1,nearest_street,Rome,US,Floyd County,Us Hwy 27,600,,,GA,Us Hwy 27,,30161,"600 Us Hwy 27, Rome, GA 30161",34.260446,-85.175151,TIGER/Line® dataset from the US Census Bureau,
3253,-85.1654012,33.7612774,595,1,nearest_street,Bremen,US,Haralson County,Us Hwy 27,1672,,,GA,Us Hwy 27,,30110,"1672 Us Hwy 27, Bremen, GA 30110",33.761468,-85.164355,TIGER/Line® dataset from the US Census Bureau,
3254,-85.160019,34.236395,78,1,nearest_street,Rome,US,Floyd County,US 27,,,,GA,US 27,,30161,"US 27, Rome, GA 30161",34.236238,-85.16094,TIGER/Line® dataset from the US Census Bureau,
3255,-85.1523327,34.2232871,620,1,nearest_street,Rome,US,Floyd County,Us Hwy 411,17,,,GA,Us Hwy 411,,30161,"17 Us Hwy 411, Rome, GA 30161",34.223441,-85.1526,TIGER/Line® dataset from the US Census Bureau,
3256,-85.152177,34.222352,583,1,nearest_street,Rome,US,Floyd County,US 411,,,,GA,US 411,,30161,"US 411, Rome, GA 30161",34.222996,-85.151552,TIGER/Line® dataset from the US Census Bureau,
3257,-85.1517302,34.2241381,576,1,nearest_street,Rome,US,Floyd County,US 411,,,,GA,US 411,,30161,"US 411, Rome, GA 30161",34.223326,-85.151998,TIGER/Line® dataset from the US Census Bureau,
3258,-85.1450103,34.2771823,355,0.98,nearest_street,Rome,US,Floyd County,Tolbert St,462,,,GA,Tolbert,St,30161,"462 Tolbert St, Rome, GA 30161",34.277031,-85.146039,TIGER/Line® dataset from the US Census Bureau,
3259,-85.1428,33.7238,135,1,nearest_street,Bremen,US,Haralson County,Us Hwy 78,511,,,GA,Us Hwy 78,,30110,"511 Us Hwy 78, Bremen, GA 30110",33.722459,-85.142169,TIGER/Line® dataset from the US Census Bureau,
3260,-85.13207,34.900919,1493,0.97,nearest_street,Ringgold,US,Catoosa County,Old Alabama Hwy,6334,,,GA,Old Alabama,Hwy,30736,"6334 Old Alabama Hwy, Ringgold, GA 30736",34.901958,-85.130799,TIGER/Line® dataset from the US Census Bureau,
3261,-85.125851,34.914385,20,0.96,nearest_street,Ringgold,US,Catoosa County,Old Alabama Rd,5198,,,GA,Old Alabama,Rd,30736,"5198 Old Alabama Rd, Ringgold, GA 30736",34.915323,-85.123914,TIGER/Line® dataset from the US Census Bureau,
3262,-85.1042432,34.9108845,41,0.99,nearest_street,Ringgold,US,Catoosa County,State Rte 3,8323,,,GA,State Rte 3,,30736,"8323 State Rte 3, Ringgold, GA 30736",34.910978,-85.104042,TIGER/Line® dataset from the US Census Bureau,
3263,-85.085595,33.6084049,192,1,nearest_street,Carrollton,US,Carroll County,US 27,,,,GA,US 27,,30117,"US 27, Carrollton, GA 30117",33.60903,-85.085173,TIGER/Line® dataset from the US Census Bureau,
3264,-85.0808454,33.6019187,577,1,nearest_street,Carrollton,US,Carroll County,US 27,,,,GA,US 27,,30117,"US 27, Carrollton, GA 30117",33.602656,-85.07971,TIGER/Line® dataset from the US Census Bureau,
3265,-85.064125,33.580475,328,1,rooftop,Carrollton,US,Carroll County,Bankhead Hwy,155,,,GA,Bankhead,Hwy,30117,"155 Bankhead Hwy, Carrollton, GA 30117",33.580484,-85.064143,Carroll,
3266,-85.055308,33.587321,310,1,rooftop,Carrollton,US,Carroll County,Bankhead Hwy,631,,,GA,Bankhead,Hwy,30117,"631 Bankhead Hwy, Carrollton, GA 30117",33.587324,-85.05531,Carroll,
3267,-85.0529572,33.5880212,184,1,rooftop,Carrollton,US,Carroll County,Carroll Cir,131,,,GA,Carroll,Cir,30117,"131 Carroll Cir, Carrollton, GA 30117",33.587695,-85.052357,Carroll,
3268,-85.0369666,33.5977759,4,1,rooftop,Carrollton,US,Carroll County,Ford Way,1,,,GA,Ford,Way,30116,"1 Ford Way, Carrollton, GA 30116",33.59747,-85.036916,Carroll,
3269,-85.0292939,33.091959,5,1,nearest_street,Lagrange,US,Troup County,US 27,,,,GA,US 27,,30240,"US 27, Lagrange, GA 30240",33.09218,-85.028717,TIGER/Line® dataset from the US Census Bureau,
3270,-85.0291518,33.0561864,53,1,rooftop,Lagrange,US,Troup County,New Franklin Rd,709,,,GA,New Franklin,Rd,30240,"709 New Franklin Rd, Lagrange, GA 30240",33.056164,-85.029196,Troup,
3271,-85.0086867,33.0390544,197,1,rooftop,Lagrange,US,Troup County,Lafayette Pkwy,1050,,,GA,Lafayette,Pkwy,30241,"1050 Lafayette Pkwy, Lagrange, GA 30241",33.03919,-85.008388,Troup,
